"index","collection","packageId","granuleId","title","detailsLink","pdfLink","pdfSize","htmlLink","htmlSize","xmlLink","xmlSize","otherLink1","other1Size","otherLink2","other2Size","teaser","historical","publishdate"
"718","Congressional Committee Prints","CPRT-91JPRT40271","CPRT-91JPRT40271","Current membership of the Joint Committee on Atomic Energy, Congress of the United States: Joint Committee on Atomic Energy membership, publications, and other pertinent information through the 91st Congress, 1st session, March, 1970.","https://www.govinfo.gov/app/details/CPRT-91JPRT40271/CPRT-91JPRT40271","https://www.govinfo.gov/content/pkg/CPRT-91JPRT40271/pdf/CPRT-91JPRT40271.pdf","31.5 MB","","0 B","","0 B","","0 B","","0 B"," CONGRESS OF THE UNITED STATES JOINT COMMITTEE ON ATOMIC ENERGY MEMBERSHIP, PUBLICATIONS, AND OTHER PERTINENT INFORMATION THROUGH THE 91ST CONGRESS, 1ST SESSION MARCH 1970 Printed for the use of the Joint Committee on Atomic Energy 40-271 U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 1970 JOINT COMMITTEE ON ATOMIC ENERGY CHET HOLIFIELD, ...","","1970-03-01"
"719","Congressional Committee Prints","CPRT-90SPRT72954Op1","CPRT-90SPRT72954Op1","Enactments by the 89th Congress concerning education and training, second session 1966. Part 1: with related Presidential recommendations, legislative histories of the bills, and digests of the enactments.","https://www.govinfo.gov/app/details/CPRT-90SPRT72954Op1/CPRT-90SPRT72954Op1","https://www.govinfo.gov/content/pkg/CPRT-90SPRT72954Op1/pdf/CPRT-90SPRT72954Op1.pdf","252.8 MB","","0 B","","0 B","","0 B","","0 B"," Related Presidential Recommendations, Legislative Histories of the Bills, and Digests of the Enactments) PREPARED IN THE SGISLATIVE REFERENCE SERVICE OF THE LIBRARY OF CONGRESS FOR THE COMMITTEE ON LABOR AND PUBLIC WELFARE JJNITED STATES SENATE Part 1 MARCH 1967 Printed for the use of the Committee on Labor and Public Welfare 90th Congress 1 1st ...","","1967-03-01"
"720","Congressional Committee Prints","CPRT-93SPRT89126O","CPRT-93SPRT89126O","Multinational corporations: a compendium of papers submitted to the Subcommittee on International Trade of the Committee on Finance of the United States Senate.","https://www.govinfo.gov/app/details/CPRT-93SPRT89126O/CPRT-93SPRT89126O","https://www.govinfo.gov/content/pkg/CPRT-93SPRT89126O/pdf/CPRT-93SPRT89126O.pdf","499.8 MB","","0 B","","0 B","","0 B","","0 B"," TO THE SUBCOMMITTEE ON INTERNATIONAL TRADE OF THE COMMITTEE ON FINANCE OF THE UNITED STATES SENATE K SU LI B R A R IE S m m =="" COMMITTEE ON FINANCE Bo UNITED STATES SENATE = Russell B. Long, Chairman FEBRUARY 21, 1973 COMMITTEE ON FINANCE RUSSELL B. LONG HERMAN E. TALMADGE, Georgia VANCE HARTKE, Indiana ABRAHAM RIBICOFF, Connecticut HARRY F...","","1973-02-21"
"721","Congressional Committee Prints","CPRT-95HPRT36287","CPRT-95HPRT36287","""Science policy: a working glossary prepared for the Subcommittee on Science, Research, and Technology of the Committee on Science and Technology, U.S. House of Representatives, Ninety-fifth Congress, second session, by the Science Policy Research Division, Congressional Research Service, Library of Congress.""","https://www.govinfo.gov/app/details/CPRT-95HPRT36287/CPRT-95HPRT36287","https://www.govinfo.gov/content/pkg/CPRT-95HPRT36287/pdf/CPRT-95HPRT36287.pdf","127.4 MB","","0 B","","0 B","","0 B","","0 B"," FOR THE SUBCOMMITTEE ON SCIENCE, RESEARCH AND TECHNOLOGY OF THE COMMITTEE ON SCIENCE AND TECHNOLOGY U.S. HOUSE OF REPRESENTATIVES NINETY-FIFTH CONGRESS SECOND SESSION BY THE SCIENCE POLICY RESEARCH DIVISION CONGRESSIONAL RESEARCH SERVICE LIBRARY OF CONGRESS Serial EEE DECEMBER 1978 Printed for the use of the Committee on Science and ...","","1978-12-01"
"722","Congressional Committee Prints","CPRT-96HPRT60495O","CPRT-96HPRT60495O","Congress and foreign policy-- 1979.","https://www.govinfo.gov/app/details/CPRT-96HPRT60495O/CPRT-96HPRT60495O","https://www.govinfo.gov/content/pkg/CPRT-96HPRT60495O/pdf/CPRT-96HPRT60495O.pdf","98.2 MB","","0 B","","0 B","","0 B","","0 B","STATE UNIVERSITY U.S. HOUSE OF REPRESENTATIVES U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 1980 For sale by the Superintendent of Documents, U.S. Government Printing Office Washington, D.C. 20402 COMMITTEE ON FOREIGN AFFAIRS CLEMENT J. ZABLOCKI, Wisconsin, Chairman L. H. FOUNTAIN, North Carolina DANTE B. FASCELL, Florida CHARLES C. DIGGS, Jr., ...","","1979-01-01"
"723","Congressional Committee Prints","CPRT-95JPRT84629pI","CPRT-95JPRT84629pI","Civil preparedness review. Part 1: report ... by the Joint Committee on Defense Production, Congress of the United States.","https://www.govinfo.gov/app/details/CPRT-95JPRT84629pI/CPRT-95JPRT84629pI","https://www.govinfo.gov/content/pkg/CPRT-95JPRT84629pI/pdf/CPRT-95JPRT84629pI.pdf","98.3 MB","","0 B","","0 B","","0 B","","0 B"," PREPAREDNESS AND INDUSTRIAL MOBILIZATION BY THE JOINT COMMITTEE ON DEFENSE PRODUCTION CONGRESS OF THE UNITED STATES co UJ in w □ o r FEBRUARY 1977 84-629 U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 1977 For sale by the Superintendent of Documents, U.S. Government Printing Office Washington, D.C. 20402 - Price $2.50 JOINT COMMITTEE ON ...","","1977-02-01"
"724","Congressional Committee Prints","CPRT-96HPRT78219O","CPRT-96HPRT78219O","Congress and foreign policy-- 1980.","https://www.govinfo.gov/app/details/CPRT-96HPRT78219O/CPRT-96HPRT78219O","https://www.govinfo.gov/content/pkg/CPRT-96HPRT78219O/pdf/CPRT-96HPRT78219O.pdf","79.0 MB","","0 B","","0 B","","0 B","","0 B"," COMMITTEE PRINT U.S. HOUSE OF REPRESENTATIVES 78-219 O U.S. GOVERNMENT PRINTING OFFICE WASHINGTON: 1981 For sale by the Superintendent of Documents, U.S. Government Printing Office Washington, D.C. 20402 COMMITTEE ON FOREIGN AFFAIRS CLEMENT J. ZABLOCKI L. H. FOUNTAIN, North Carolina DANTE B. FASCELL, Florida BENJAMIN S. ROSENTHAL, New York LEE ...","","1980-01-01"
"725","Congressional Committee Prints","CPRT-88HPRT24927","CPRT-88HPRT24927","Maritime resources for security and trade: final report of the Maritime Evaluation Committee to the Secretary of Commerce.","https://www.govinfo.gov/app/details/CPRT-88HPRT24927/CPRT-88HPRT24927","https://www.govinfo.gov/content/pkg/CPRT-88HPRT24927/pdf/CPRT-88HPRT24927.pdf","40.5 MB","","0 B","","0 B","","0 B","","0 B"," THE MARITIME EVALUATION ’TEE TO THE SECRETARY OF COMMERCE OCTOBER 31, 1963 2 Printed for the use of the Committee on Merchant Marine and Fisheries U.S. GOVERNMENT PRINTING OFFICE 24-927 WASHINGTON : 1963 COMMITTEE ON MERCHANT MARINE AND FISHERIES HERBERT C. BONNER, EDWARD A. GARMATZ, Maryland I.EONOR K. (MRS. JOHN B.) SULLIVAN, Missouri T. A. ...","","1963-10-31"
"726","Congressional Committee Prints","CPRT-91JPRT30056O","CPRT-91JPRT30056O","Selected materials concerning future ownership of the AEC's gaseous diffusion plants.","https://www.govinfo.gov/app/details/CPRT-91JPRT30056O/CPRT-91JPRT30056O","https://www.govinfo.gov/content/pkg/CPRT-91JPRT30056O/pdf/CPRT-91JPRT30056O.pdf","196.3 MB","","0 B","","0 B","","0 B","","0 B"," ON ATOMIC ENERGY CONGRESS OF THE UNITED STATES JUNE 1969 Printed for the use of the Joint Committee on Atomic Energy U.S. GOVERNMENT PRINTING OFFICE 30-056 0 WASHINGTON : 1969 For sale by the Superintendent of Documents, U.S. Government Printing Office Washington, D.C. 20402 - Price $2 JOINT COMMITTEE ON ATOMIC ENERGY CHET HOLIFIELD, California...","","1969-06-01"
"727","Congressional Committee Prints","CPRT-94HPRT80756","CPRT-94HPRT80756","Human rights and U.S. policy: Argentina, Haiti, Indonesia, Iran, Peru, and the Philippines: reports submitted to the Committee on International Relations.","https://www.govinfo.gov/app/details/CPRT-94HPRT80756/CPRT-94HPRT80756","https://www.govinfo.gov/content/pkg/CPRT-94HPRT80756/pdf/CPRT-94HPRT80756.pdf","23.6 MB","","0 B","","0 B","","0 B","","0 B"," TO THE COMMITTEE ON INTERNATIONAL RELATIONS U.S. HOUSE OF REPRESENTATIVES BY THE DEPARTMENT OF STATE PURSUANT TO SECTION 502B(c) OF THE INTERNATIONAL SECURITY ASSISTANCE AND ARMS EXPORT CONTROL ACT OF 1976 DECEMBER 31, 1976 Printed for the use of the Committee on International Relations U.S. GOVERNMENT PRINTING OFFICE 80-756 WASHINGTON : 1976 ...","","1976-12-31"
"728","Congressional Committee Prints","CPRT-96HPRT43823","CPRT-96HPRT43823","Recognizing the People's Republic of China: the experience of Japan, Australia, France, and West Germany: report prepared for the Subcommittee on Asian and Pacific Affairs of the Committee on Foreign Affairs, U.S. House of Representatives, by the Foreign Affairs and National Defense Division, Congressional Research Service, Library of Congress ...","https://www.govinfo.gov/app/details/CPRT-96HPRT43823/CPRT-96HPRT43823","https://www.govinfo.gov/content/pkg/CPRT-96HPRT43823/pdf/CPRT-96HPRT43823.pdf","25.1 MB","","0 B","","0 B","","0 B","","0 B",", France, and West Germany REPORT PREPARED FOR THE SUBCOMMITTEE ON ASIAN AND PACIFIC AFFAIRS 43-823 OF THE COMMITTEE ON FOREIGN AFFAIRS U.S. HOUSE OF REPRESENTATIVES BY THE FOREIGN AFFAIRS AND NATIONAL DEFENSE DIVISION, CONGRESSIONAL RESEARCH SERVICE, LIBRARY OF CONGRESS MAY 1979 Printed for the use of the Committee on Foreign Affairs U.S. ...","","1979-05-01"
"729","Congressional Committee Prints","CPRT-113JPRT85201","CPRT-113JPRT85201","MEMORIAL ADDRESSES AND OTHER TRIBUTES HELD IN THE HOUSE OF REPRESENTATIVES AND SENATE OF THE UNITED STATES TOGETHER WITH MEMORIAL SERVICES IN HONOR OF THOMAS S. FOLEY LATE A SPEAKER OF THE HOUSE AND A REPRESENTATIVE FROM WASHINGTON","https://www.govinfo.gov/app/details/CPRT-113JPRT85201/CPRT-113JPRT85201","https://www.govinfo.gov/content/pkg/CPRT-113JPRT85201/pdf/CPRT-113JPRT85201.pdf","13.4 MB","https://www.govinfo.gov/content/pkg/CPRT-113JPRT85201/html/CPRT-113JPRT85201.htm","189.6 KB","","0 B","","0 B","","0 B","STATES TOGETHER WITH MEMORIAL SERVICES IN HONOR OF THOMAS S. FOLEY LATE A SPEAKER OF THE HOUSE AND A REPRESENTATIVE FROM WASHINGTON November 10, 2014 Joint Committee on Printing 85-201 Hon. Thomas S. Foley 1929 -2013 Thomas S. Foley LATE A SPEAKER OF THE HOUSE AND A REPRESENTATIVE FROM WASHINGTON MEMORIAL ADDRESSES AND OTHER TRIBUTES IN THE ...","","2014-11-10"
"730","Congressional Committee Prints","CPRT-95SPRT34857","CPRT-95SPRT34857","Weather modification: programs, problems, policy, and potential: prepared at the request of Howard W. Cannon, Chairman, Committee on Commerce, Science, and Transportation, United States Senate [by the Congressional Research Service] ...","https://www.govinfo.gov/app/details/CPRT-95SPRT34857/CPRT-95SPRT34857","https://www.govinfo.gov/content/pkg/CPRT-95SPRT34857/pdf/CPRT-95SPRT34857.pdf","419.6 MB","","0 B","","0 B","","0 B","","0 B",", POLICY, AND POTENTIAL * Prepared at the Request of m Hon. Howard W. Cannon, Chairman m J COMMITTEE ON COMMERCE, r SCIENCE, AND TRANSPORTATION a UNITED STATES SENATE CT < MAY 1978 Printed for the use of the Committee on Commerce, Science, and Transportation 95th Congress 1 COMMITTEE PRINT 2d Session J WEATHER MODIFICATION: PROGRAMS, PROBLEMS, ...","","1978-05-01"
"731","Congressional Committee Prints","CPRT-95HPRT95881","CPRT-95HPRT95881","Earth resources information systems: report: prepared by the Subcommittee on Space Science and Applications of the Committee on Science and Technology, U.S. House of Representatives.","https://www.govinfo.gov/app/details/CPRT-95HPRT95881/CPRT-95HPRT95881","https://www.govinfo.gov/content/pkg/CPRT-95HPRT95881/pdf/CPRT-95HPRT95881.pdf","51.9 MB","","0 B","","0 B","","0 B","","0 B"," THE COMMITTEE ON SCIENCE AND TECHNOLOGY U.S. HOUSE OF REPRESENTATIVES NINETY-FIFTH CONGRESS FIRST SESSION Serial M NOVEMBER 1977 Printed for the use of the Committee on Science and Technology U.S. GOVERNMENT PRINTING OFFICE 95-881 WASHINGTON : 1977 COMMITTEE ON SCIENCE AND TECHNOLOGY OLIN E. TEAGUE, Texas, Chairman DON FUQUA, Florida WALTER ...","","1977-11-01"
"732","Congressional Committee Prints","CPRT-95SPRT97774","CPRT-95SPRT97774","Access to oil: the United States relationships with Saudi Arabia and Iran: printed at the request of Henry M. Jackson, Chairman, Committee on Energy and Natural Resources, United States Senate.","https://www.govinfo.gov/app/details/CPRT-95SPRT97774/CPRT-95SPRT97774","https://www.govinfo.gov/content/pkg/CPRT-95SPRT97774/pdf/CPRT-95SPRT97774.pdf","60.9 MB","","0 B","","0 B","","0 B","","0 B"," AT THE REQUEST OF Henry M. Jackson, Chairman COMMITTEE ON ENERGY AND NATURAL RESOURCES UNITED STATES SENATE DECEMBER 1977 Publication No. 95-70 Printed for the use of the Committee on Energy and Natural Resources 97-774 U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 1977 For sale by the Superintendent of Documents, U.S. Government Printing ...","","1977-12-01"
"733","Congressional Committee Prints","CPRT-117HPRT51181","CPRT-117HPRT51181","Legislative Calendar, One hundred Seventeenth Congress, Committee on Agriculture","https://www.govinfo.gov/app/details/CPRT-117HPRT51181/CPRT-117HPRT51181","https://www.govinfo.gov/content/pkg/CPRT-117HPRT51181/pdf/CPRT-117HPRT51181.pdf","4.6 MB","https://www.govinfo.gov/content/pkg/CPRT-117HPRT51181/html/CPRT-117HPRT51181.htm","1.4 KB","","0 B","","0 B","","0 B"," Georgia, Chairman First Session Convened January 3, 2021 Adjourned January 3, 2022 Second Session Convened January 3, 2022 Adjourned January 3, 2023 Copies of bills, resolutions, and reports listed herein may be obtained, so long as they remain available, from the Superintendent, Document Room, House of Representatives, Washington, D.C., and ...","","2023-01-03"
"734","Congressional Committee Prints","CPRT-116SPRT44275","CPRT-116SPRT44275","THE COST OF TRUMP'S FOREIGN POLICY: DAMAGE AND CONSEQUENCES FOR U.S. AND GLOBAL SECURITY","https://www.govinfo.gov/app/details/CPRT-116SPRT44275/CPRT-116SPRT44275","https://www.govinfo.gov/content/pkg/CPRT-116SPRT44275/pdf/CPRT-116SPRT44275.pdf","313.0 KB","https://www.govinfo.gov/content/pkg/CPRT-116SPRT44275/html/CPRT-116SPRT44275.htm","267.2 KB","","0 B","","0 B","","0 B"," A MINORITY STAFF REPORT PREPARED FOR THE USE OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Sixteenth Congress SECOND SESSION October 21, 2020 [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Printed for the use of the Committee on Foreign Relations Available via World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT ...","","2020-10-21"
"735","Congressional Committee Prints","CPRT-116SPRT39906","CPRT-116SPRT39906","SEVEN YEARS AFTER RANA PLAZA, SIGNIFICANT CHALLENGES REMAIN","https://www.govinfo.gov/app/details/CPRT-116SPRT39906/CPRT-116SPRT39906","https://www.govinfo.gov/content/pkg/CPRT-116SPRT39906/pdf/CPRT-116SPRT39906.pdf","157.2 KB","https://www.govinfo.gov/content/pkg/CPRT-116SPRT39906/html/CPRT-116SPRT39906.htm","150.9 KB","","0 B","","0 B","","0 B","PREPARED FOR THE USE OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Sixteenth Congress SECOND SESSION March 5, 2020 [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Printed for the use of the Committee on Foreign Relations Available via World Wide Web: http://www.govinfo.gov ______ U.S. GOVERNMENT PUBLISHING OFFICE 39-906 PDF ...","","2020-03-05"
"736","Congressional Committee Prints","CPRT-116HPRT35160","CPRT-116HPRT35160","CONSOLIDATED APPROPRIATIONS ACT, 2019","https://www.govinfo.gov/app/details/CPRT-116HPRT35160/CPRT-116HPRT35160","https://www.govinfo.gov/content/pkg/CPRT-116HPRT35160/pdf/CPRT-116HPRT35160.pdf","8.7 MB","https://www.govinfo.gov/content/pkg/CPRT-116HPRT35160/html/CPRT-116HPRT35160.htm","2.4 MB","","0 B","","0 B","","0 B"," U.S. HOUSE OF REPRESENTATIVES on H.J. Res 31 / Public Law 116-6 [Legislative Text and Explanatory Statement] Divisions A-H [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] April 2019 CONSOLIDATED APPROPRIATIONS ACT, 2019 COMMITTEE PRINT H.J. Res. 31 / Public Law 116-6 116th Congress } HOUSE OF REPRESENTATIVES 1st Session } CONSOLIDATED ...","","2019-04-01"
"737","Congressional Committee Prints","CPRT-94SPRT44012","CPRT-94SPRT44012","Senate cloture rule: limitation of debate in the Congress of the United States [by the] Congressional Research Service, Library of Congress and legislative history of paragraphs 2 and 3 of rule XXII of the standing rules of the United States Senate (cloture rule) [by the] Office of Legislative Council, United States Senate.","https://www.govinfo.gov/app/details/CPRT-94SPRT44012/CPRT-94SPRT44012","https://www.govinfo.gov/content/pkg/CPRT-94SPRT44012/pdf/CPRT-94SPRT44012.pdf","42.0 MB","","0 B","","0 B","","0 B","","0 B"," LIMITATION OF DEBATE IN THE CONGRESS OF THE UNITED STATES Congressional Research Service Library of Congress and LEGISLATIVE HISTORY OF PARAGRAPHS 2 AND 3 OF RULE XXII OF THE STANDING RULES OF THE UNITED STATES SENATE (CLOTURE RULE) Office of the Legislative Counsel United States Senate Printed for the Use of the COMMITTEE ON RULES AND ...","","1975-01-01"
"738","Congressional Committee Prints","CPRT-95JPRT36144","CPRT-95JPRT36144","Issues in East-West commercial relations: a compendium of papers submitted to the Joint Economic Committee, Congress of the United States.","https://www.govinfo.gov/app/details/CPRT-95JPRT36144/CPRT-95JPRT36144","https://www.govinfo.gov/content/pkg/CPRT-95JPRT36144/pdf/CPRT-95JPRT36144.pdf","177.0 MB","","0 B","","0 B","","0 B","","0 B"," RELATIONS A COMPENDIUM OF PAPERS SUBMITTED TO THE JOINT ECONOMIC COMMITTEE CONGRESS OF THE UNITED STATES JANUARY 12, 1979 Printed for the use of the Joint Economic Committee 36-144 U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 1979 For sale by the Superintendent of Documents, U.S. Government Printing Office Washington, D.C. 20402 JOINT ECONOMIC...","","1979-01-12"
"739","Congressional Committee Prints","CPRT-89HPRT67997","CPRT-89HPRT67997","Food costs--farm prices: 1966: 89th Congress, 2nd session, a compilation of information relating to agriculture; by the Committee on Agriculture, House of Representatives.","https://www.govinfo.gov/app/details/CPRT-89HPRT67997/CPRT-89HPRT67997","https://www.govinfo.gov/content/pkg/CPRT-89HPRT67997/pdf/CPRT-89HPRT67997.pdf","56.8 MB","","0 B","","0 B","","0 B","","0 B","AGRICULTURE HOUSE OF REPRESENTATIVES EIGHTY-NINTH CONGRESS SECOND SESSION Printed for the use of the Committee on Agriculture U.S. GOVERNMENT PRINTING OFFICE WASHINGTON : 1966 COMMITTEE ON AGRICULTURE HAROLD D. COOLEY, North Carolina, Chairman W. R. POAGE E. C. GATHINGS, Arkansas JOHN L. McMILLAN, South Carolina THOMAS G, ABERNETHY, Mississippi ...","","1966-09-01"
"740","Congressional Committee Prints","CPRT-110JPRT44748","CPRT-110JPRT44748","CONGRESSIONAL-EXECUTIVE COMMISSION ON CHINA ANNUAL REPORT 2008","https://www.govinfo.gov/app/details/CPRT-110JPRT44748/CPRT-110JPRT44748","https://www.govinfo.gov/content/pkg/CPRT-110JPRT44748/pdf/CPRT-110JPRT44748.pdf","1.5 MB","https://www.govinfo.gov/content/pkg/CPRT-110JPRT44748/html/CPRT-110JPRT44748.htm","1.1 MB","","0 B","","0 B","","0 B","Congressional-Executive Commission on China Available via the World Wide Web: http://www.cecc.gov (Star Print) 2008 ANNUAL REPORT CONGRESSIONAL-EXECUTIVE COMMISSION ON CHINA ANNUAL REPORT 2008 ONE HUNDRED TENTH CONGRESS SECOND SESSION OCTOBER 31, 2008 Printed for the use of the Congressional-Executive Commission on China Available via the World ...","","2008-10-31"
"741","Congressional Committee Prints","CPRT-113SPRT87269","CPRT-113SPRT87269","RE-BALANCING THE REBALANCE: RESOURCING U.S. DIPLOMATIC STRATEGY IN THE ASIA-PACIFIC REGION","https://www.govinfo.gov/app/details/CPRT-113SPRT87269/CPRT-113SPRT87269","https://www.govinfo.gov/content/pkg/CPRT-113SPRT87269/pdf/CPRT-113SPRT87269.pdf","125.9 KB","https://www.govinfo.gov/content/pkg/CPRT-113SPRT87269/html/CPRT-113SPRT87269.htm","94.1 KB","","0 B","","0 B","","0 B","REGION A MAJORITY STAFF REPORT PREPARED FOR THE USE OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Thirteenth Congress Second Session April 17, 2014 [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] U.S. GOVERNMENT PRINTING OFFICE 87-269 PDF WASHINGTON : 2014 For sale by the Superintendent of Documents, U.S. Government Printing ...","","2014-04-17"
"742","Congressional Committee Prints","CPRT-113SPRT78854","CPRT-113SPRT78854","MEMBERSHIP AND JURISDICTION OF SUBCOMMITTEES","https://www.govinfo.gov/app/details/CPRT-113SPRT78854/CPRT-113SPRT78854","https://www.govinfo.gov/content/pkg/CPRT-113SPRT78854/pdf/CPRT-113SPRT78854.pdf","67.5 KB","https://www.govinfo.gov/content/pkg/CPRT-113SPRT78854/html/CPRT-113SPRT78854.htm","13.9 KB","","0 B","","0 B","","0 B"," SENATE FEBRUARY 2013 Printed for the use of the Committee on Foreign Relations _____ U.S. GOVERNMENT PRINTING OFFICE 78-854 PDF WASHINGTON : 2013 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-1800; DC area (202) 512-1800 Fax: (202) 512-2104 Mail: Stop IDCC, ...","","2013-02-01"
"743","Congressional Committee Prints","CPRT-112SPRT77807","CPRT-112SPRT77807","THE NUNN-LUGAR CTR PROGRAM'S ROLE IN THE ADMINISTRATION'S ASIA-PACIFIC ``REBALANCING'' INITIATIVE","https://www.govinfo.gov/app/details/CPRT-112SPRT77807/CPRT-112SPRT77807","https://www.govinfo.gov/content/pkg/CPRT-112SPRT77807/pdf/CPRT-112SPRT77807.pdf","77.3 KB","https://www.govinfo.gov/content/pkg/CPRT-112SPRT77807/html/CPRT-112SPRT77807.htm","30.6 KB","","0 B","","0 B","","0 B","'' INITIATIVE A MINORITY STAFF REPORT PREPARED FOR THE USE OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Twelfth Congress Second Session December 17, 2012 _____ U.S. GOVERNMENT PRINTING OFFICE 77-807 PDF WASHINGTON : 2012 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: ...","","2012-12-17"
"744","Congressional Committee Prints","CPRT-112SPRT77566","CPRT-112SPRT77566","CHINA'S IMPACT ON KOREAN PENINSULA UNIFICATION AND QUESTIONS FOR THE SENATE","https://www.govinfo.gov/app/details/CPRT-112SPRT77566/CPRT-112SPRT77566","https://www.govinfo.gov/content/pkg/CPRT-112SPRT77566/pdf/CPRT-112SPRT77566.pdf","1.7 MB","https://www.govinfo.gov/content/pkg/CPRT-112SPRT77566/html/CPRT-112SPRT77566.htm","172.4 KB","","0 B","","0 B","","0 B"," STAFF REPORT PREPARED FOR THE USE OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Twelfth Congress Second Session December 11, 2012 [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] Printed for the use of the Committee on Foreign Relations Available via World Wide Web: http://www.gpo.gov/fdsys/ _____ U.S. GOVERNMENT PRINTING ...","","2012-12-11"
"745","Congressional Committee Prints","CPRT-112SPRT70501","CPRT-112SPRT70501","LATIN AMERICAN GOVERNMENTS NEED TO ``FRIEND'' SOCIAL MEDIA AND TECHNOLOGY","https://www.govinfo.gov/app/details/CPRT-112SPRT70501/CPRT-112SPRT70501","https://www.govinfo.gov/content/pkg/CPRT-112SPRT70501/pdf/CPRT-112SPRT70501.pdf","963.5 KB","https://www.govinfo.gov/content/pkg/CPRT-112SPRT70501/html/CPRT-112SPRT70501.htm","64.6 KB","","0 B","","0 B","","0 B"," STAFF REPORT PREPARED FOR THE USE OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Twelfth Congress First Session October 5, 2011 [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] U.S. GOVERNMENT PRINTING OFFICE 70-501 PDF WASHINGTON : 2011 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: ...","","2011-10-05"
"746","Congressional Committee Prints","CPRT-112SPRT64141","CPRT-112SPRT64141","AVOIDING WATER WARS: WATER SCARCITY AND CENTRAL ASIA'S GROWING IMPORTANCE FOR STABILITY IN AFGHANISTAN AND PAKISTAN","https://www.govinfo.gov/app/details/CPRT-112SPRT64141/CPRT-112SPRT64141","https://www.govinfo.gov/content/pkg/CPRT-112SPRT64141/pdf/CPRT-112SPRT64141.pdf","2.6 MB","https://www.govinfo.gov/content/pkg/CPRT-112SPRT64141/html/CPRT-112SPRT64141.htm","71.4 KB","","0 B","","0 B","","0 B","AFGHANISTAN AND PAKISTAN A MAJORITY STAFF REPORT PREPARED FOR THE USE OF THE COMMITTEE ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Twelfth Congress First Session February 22, 2011 U.S. GOVERNMENT PRINTING OFFICE 64-141 WASHINGTON : 2011 For sale by the Superintendent of Documents, U.S. Government Printing Office, http://bookstore.gpo.gov....","","2011-02-22"
"747","Congressional Committee Prints","CPRT-111SPRT55285","CPRT-111SPRT55285","THE INTERNATIONAL FINANCIAL INSTITUTIONS: A CALL FOR CHANGE","https://www.govinfo.gov/app/details/CPRT-111SPRT55285/CPRT-111SPRT55285","https://www.govinfo.gov/content/pkg/CPRT-111SPRT55285/pdf/CPRT-111SPRT55285.pdf","219.7 KB","https://www.govinfo.gov/content/pkg/CPRT-111SPRT55285/html/CPRT-111SPRT55285.htm","231.8 KB","","0 B","","0 B","","0 B"," ON FOREIGN RELATIONS UNITED STATES SENATE One Hundred Eleventh Congress Second Session MARCH 10, 2010 [GRAPHIC(S) NOT AVAILABLE IN TIFF FORMAT] U.S. GOVERNMENT PRINTING OFFICE 55-285 PDF WASHINGTON : 2010 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-1800; DC ...","","2010-03-10"
"748","Congressional Committee Prints","CPRT-111SPRT54494","CPRT-111SPRT54494","AL QAEDA IN YEMEN AND SOMALIA: A TICKING TIME BOMB","https://www.govinfo.gov/app/details/CPRT-111SPRT54494/CPRT-111SPRT54494","https://www.govinfo.gov/content/pkg/CPRT-111SPRT54494/pdf/CPRT-111SPRT54494.pdf","116.7 KB","https://www.govinfo.gov/content/pkg/CPRT-111SPRT54494/html/CPRT-111SPRT54494.htm","66.7 KB","","0 B","","0 B","","0 B"," UNITED STATES SENATE One Hundred Eleventh Congress Second Session JANUARY 21, 2010 COMMITTEE ON FOREIGN RELATIONS JOHN F. KERRY, Massachusetts, Chairman CHRISTOPHER J. DODD, Connecticut RICHARD G. LUGAR, Indiana RUSSELL D. FEINGOLD, Wisconsin BOB CORKER, Tennessee BARBARA BOXER, California JOHNNY ISAKSON, Georgia ROBERT MENENDEZ, New Jersey ...","","2010-01-21"
